"timestamp","atm_strike","atm_option_type","atm_current_oi","atm_lookback_oi","atm_oi_change_abs","atm_oi_change_pct","atm_oi_vs_ema","otm_option_type","otm_current_oi","otm_lookback_oi","otm_oi_change_abs","otm_oi_change_pct","otm_oi_vs_ema","squeeze_metric","minute_high","day_low","day_low_time","atm_close","spot_price","sentiment_signal","created_at"
"2026-02-12 09:34:00+05:30",26100,"PE","1120015","1179685","-59670","-5.06","BELOW","CE","7142915","6946095","196820","2.83","ABOVE","68.80","272.40","203.60","2026-02-12 09:15:00+05:30","268.60","25837.90","-12.6481","2026-02-12 23:34:29.711579+05:30"
"2026-02-12 09:35:00+05:30",25900,"PE","6533410","6882720","-349310","-5.08","BELOW","CE","11944205","10449725","1494480","14.30","ABOVE","34.80","133.80","99.00","2026-02-12 09:15:00+05:30","133.15","25838.35","-12.6481","2026-02-12 23:34:42.163023+05:30"
"2026-02-12 09:35:00+05:30",25950,"PE","3032250","3131960","-99710","-3.18","BELOW","CE","7505940","7061470","444470","6.29","ABOVE","43.40","162.00","118.60","2026-02-12 09:15:00+05:30","161.25","25838.35","-12.6481","2026-02-12 23:34:42.163023+05:30"
"2026-02-12 09:35:00+05:30",26000,"PE","5445440","5843500","-398060","-6.81","BELOW","CE","16072550","14937455","1135095","7.60","ABOVE","47.95","194.00","146.05","2026-02-12 09:15:00+05:30","193.50","25838.35","-12.6481","2026-02-12 23:34:42.163023+05:30"
"2026-02-12 09:35:00+05:30",26050,"PE","554060","607750","-53690","-8.83","BELOW","CE","4586140","4261010","325130","7.63","ABOVE","50.80","230.00","179.20","2026-02-12 09:15:00+05:30","228.80","25838.35","-12.6481","2026-02-12 23:34:42.163023+05:30"
"2026-02-12 09:35:00+05:30",26100,"PE","1120015","1179685","-59670","-5.06","BELOW","CE","7142915","6946095","196820","2.83","ABOVE","65.20","268.80","203.60","2026-02-12 09:15:00+05:30","268.00","25838.35","-12.6481","2026-02-12 23:34:42.163023+05:30"
"2026-02-12 09:36:00+05:30",25900,"PE","6533410","6804135","-270725","-3.98","BELOW","CE","11944205","11205870","738335","6.59","ABOVE","35.65","134.65","99.00","2026-02-12 09:15:00+05:30","128.15","25839.00","-10.9968","2026-02-12 23:34:53.196402+05:30"
"2026-02-12 09:36:00+05:30",25950,"PE","3032250","3160820","-128570","-4.07","BELOW","CE","7505940","7311915","194025","2.65","ABOVE","45.30","163.90","118.60","2026-02-12 09:15:00+05:30","156.30","25839.00","-10.9968","2026-02-12 23:34:53.196402+05:30"
"2026-02-12 09:36:00+05:30",26000,"PE","5445440","5657015","-211575","-3.74","BELOW","CE","16072550","15490020","582530","3.76","ABOVE","49.35","195.40","146.05","2026-02-12 09:15:00+05:30","187.60","25839.00","-10.9968","2026-02-12 23:34:53.196402+05:30"
"2026-02-12 09:36:00+05:30",26050,"PE","554060","588835","-34775","-5.91","BELOW","CE","4586140","4409405","176735","4.01","ABOVE","52.65","231.85","179.20","2026-02-12 09:15:00+05:30","222.95","25839.00","-10.9968","2026-02-12 23:34:53.196402+05:30"
"2026-02-12 09:37:00+05:30",25900,"PE","6637150","6804135","-166985","-2.45","BELOW","CE","12091040","11205870","885170","7.90","ABOVE","35.70","134.70","99.00","2026-02-12 09:15:00+05:30","133.85","25844.40","-11.6725","2026-02-12 23:35:06.222665+05:30"
"2026-02-12 09:37:00+05:30",25950,"PE","3065985","3160820","-94835","-3.00","BELOW","CE","7676890","7311915","364975","4.99","ABOVE","44.55","163.15","118.60","2026-02-12 09:15:00+05:30","162.25","25844.40","-11.6725","2026-02-12 23:35:06.222665+05:30"
"2026-02-12 09:37:00+05:30",26000,"PE","5471830","5657015","-185185","-3.27","BELOW","CE","16292770","15490020","802750","5.18","ABOVE","49.10","195.15","146.05","2026-02-12 09:15:00+05:30","194.30","25844.40","-11.6725","2026-02-12 23:35:06.222665+05:30"
"2026-02-12 09:37:00+05:30",26050,"PE","556595","588835","-32240","-5.48","BELOW","CE","4721730","4409405","312325","7.08","ABOVE","52.10","231.30","179.20","2026-02-12 09:15:00+05:30","230.05","25844.40","-11.6725","2026-02-12 23:35:06.222665+05:30"
"2026-02-12 09:37:00+05:30",26100,"PE","1135680","1175005","-39325","-3.35","BELOW","CE","7197580","7067385","130195","1.84","ABOVE","67.00","270.60","203.60","2026-02-12 09:15:00+05:30","268.85","25844.40","-11.6725","2026-02-12 23:35:06.222665+05:30"
"2026-02-12 09:38:00+05:30",25900,"PE","6637150","6804135","-166985","-2.45","BELOW","CE","12091040","11205870","885170","7.90","ABOVE","39.10","138.10","99.00","2026-02-12 09:15:00+05:30","133.80","25836.05","-11.6725","2026-02-12 23:35:19.401839+05:30"
"2026-02-12 09:38:00+05:30",25950,"PE","3065985","3160820","-94835","-3.00","BELOW","CE","7676890","7311915","364975","4.99","ABOVE","48.45","167.05","118.60","2026-02-12 09:15:00+05:30","162.35","25836.05","-11.6725","2026-02-12 23:35:19.401839+05:30"
"2026-02-12 09:38:00+05:30",26000,"PE","5471830","5657015","-185185","-3.27","BELOW","CE","16292770","15490020","802750","5.18","ABOVE","53.75","199.80","146.05","2026-02-12 09:15:00+05:30","194.65","25836.05","-11.6725","2026-02-12 23:35:19.401839+05:30"
"2026-02-12 09:38:00+05:30",26050,"PE","556595","588835","-32240","-5.48","BELOW","CE","4721730","4409405","312325","7.08","ABOVE","56.35","235.55","179.20","2026-02-12 09:15:00+05:30","230.15","25836.05","-11.6725","2026-02-12 23:35:19.401839+05:30"
"2026-02-12 09:38:00+05:30",26100,"PE","1135680","1175005","-39325","-3.35","BELOW","CE","7197580","7067385","130195","1.84","ABOVE","71.40","275.00","203.60","2026-02-12 09:15:00+05:30","269.05","25836.05","-11.6725","2026-02-12 23:35:19.401839+05:30"
"2026-02-12 09:46:00+05:30",25750,"CE","1037075","1187940","-150865","-12.70","BELOW","PE","2665585","2608970","56615","2.17","ABOVE","10.85","192.60","181.75","2026-02-12 09:43:00+05:30","187.70","25848.55","0.1146","2026-02-12 23:36:05.19883+05:30"
"2026-02-12 09:47:00+05:30",25750,"CE","1037075","1187940","-150865","-12.70","BELOW","PE","2665585","2608970","56615","2.17","ABOVE","5.35","187.10","181.75","2026-02-12 09:43:00+05:30","183.75","25834.05","0.1146","2026-02-12 23:36:12.385603+05:30"
"2026-02-12 09:48:00+05:30",25750,"CE","1037075","1123395","-86320","-7.68","BELOW","PE","2665585","2601430","64155","2.47","ABOVE","14.05","195.80","181.75","2026-02-12 09:43:00+05:30","195.75","25828.45","2.0683","2026-02-12 23:36:17.742037+05:30"
"2026-02-12 09:54:00+05:30",25800,"CE","5927480","6212570","-285090","-4.59","BELOW","PE","7593040","7041905","551135","7.83","ABOVE","14.65","164.90","150.25","2026-02-12 09:43:00+05:30","162.75","25861.90","5.6100","2026-02-12 23:36:53.556181+05:30"
"2026-02-12 09:55:00+05:30",25800,"CE","5619510","6212570","-593060","-9.55","BELOW","PE","7861490","7041905","819585","11.64","ABOVE","13.40","163.65","150.25","2026-02-12 09:43:00+05:30","161.75","25860.40","7.6116","2026-02-12 23:37:02.327282+05:30"
"2026-02-12 09:56:00+05:30",25800,"CE","5619510","6212570","-593060","-9.55","BELOW","PE","7861490","7041905","819585","11.64","ABOVE","17.75","168.00","150.25","2026-02-12 09:43:00+05:30","165.80","25859.25","7.6116","2026-02-12 23:37:10.570509+05:30"
"2026-02-12 09:57:00+05:30",25800,"CE","5619510","5927480","-307970","-5.20","BELOW","PE","7861490","7593040","268450","3.54","ABOVE","17.70","167.95","150.25","2026-02-12 09:43:00+05:30","167.25","25868.50","4.6955","2026-02-12 23:37:16.10827+05:30"
"2026-02-12 09:58:00+05:30",25500,"CE","724620","741130","-16510","-2.23","BELOW","PE","4857775","4627545","230230","4.98","ABOVE","30.95","413.45","382.50","2026-02-12 09:31:00+05:30","409.10","25868.15","10.3817","2026-02-12 23:37:27.330493+05:30"
"2026-02-12 09:58:00+05:30",25600,"CE","694915","708045","-13130","-1.85","BELOW","PE","3819205","3678870","140335","3.81","ABOVE","27.55","323.00","295.45","2026-02-12 09:32:00+05:30","317.35","25868.15","10.3817","2026-02-12 23:37:27.330493+05:30"
"2026-02-12 09:58:00+05:30",25650,"CE","364520","374400","-9880","-2.64","BELOW","PE","3100955","3011580","89375","2.97","ABOVE","25.55","280.50","254.95","2026-02-12 09:43:00+05:30","275.35","25868.15","10.3817","2026-02-12 23:37:27.330493+05:30"
"2026-02-12 09:58:00+05:30",25700,"CE","1411085","1467635","-56550","-3.85","BELOW","PE","4678960","4524000","154960","3.43","ABOVE","23.30","240.35","217.05","2026-02-12 09:43:00+05:30","236.00","25868.15","10.3817","2026-02-12 23:37:27.330493+05:30"
"2026-02-12 09:58:00+05:30",25800,"CE","5426655","5927480","-500825","-8.45","BELOW","PE","8055775","7593040","462735","6.09","ABOVE","17.35","167.60","150.25","2026-02-12 09:43:00+05:30","164.00","25868.15","10.3817","2026-02-12 23:37:27.330493+05:30"
"2026-02-12 09:59:00+05:30",25500,"CE","724620","741130","-16510","-2.23","BELOW","PE","4857775","4627545","230230","4.98","ABOVE","31.35","413.85","382.50","2026-02-12 09:31:00+05:30","412.30","25864.30","10.3817","2026-02-12 23:37:38.774116+05:30"
