timestamp,final_signal_value,spot_price,trust_value,call_wgt_sent,put_wgt_sent,is_atm_heavy,otm_instruments_with_positive_oi_pct_change,call_sentiments_sum,put_sentiments_sum,otm_call_sentiments_sum,otm_put_sentiments_sum,atm_call_sentiments_sum,atm_put_sentiments_sum,itm_call_sentiments_sum,itm_put_sentiments_sum,atm_itm_sentiments_sum,otm_sentiments_sum,trn_oi,call_oi_sum,put_oi_sum,trn_oi_strikes,min_trn_oi,max_trn_oi,up_pct,jerk,instruments_count,filtered_count_low_oi,filtered_count_low_oi_chg,signal_confidence,filtered_count_oi_threshold,reversal_warning,otm_calls_supporting_count,otm_puts_supporting_count,otm_support,reversal_indicator,created_at
2026-02-20 09:36:00,1.71,25469.40,0.9797,-0.2947,1.4479,True,13,0.2709,1.9781,1.1409,1.4479,0.5656,0.5302,-1.4356,0.0000,1.4002,0.3070,-9831055,81843190,72012135,"""{\""ce_strikes\"": [25050, 25100, 25150, 25200, 25250, 25300, 25350, 25400, 25450, 25500, 25550, 25600, 25650, 25700, 25750], \""pe_strikes\"": [25050, 25100, 25150, 25200, 25250, 25300, 25350, 25400, 25450, 25500, 25550, 25600, 25650, 25700, 25750], \""atm_ce_fixed\"": 25400, \""opening_spot\"": 25406.55, \""strike_window\"": 7, \""initialized_at\"": \""2026-02-20T18:52:14.917985\""}""",-11038495,-7719725,0.00,0.00,30,0,0,0.00,10,0,4,7,1,0,2026-02-20 18:55:56
2026-02-20 09:37:00,3.92,25474.45,0.9526,0.1424,3.9715,True,13,0.6867,4.6056,1.2564,1.7288,0.5443,0.6341,-1.1140,2.2426,3.4465,0.4724,-6792630,81767205,74974575,"""{\""ce_strikes\"": [25050, 25100, 25150, 25200, 25250, 25300, 25350, 25400, 25450, 25500, 25550, 25600, 25650, 25700, 25750], \""pe_strikes\"": [25050, 25100, 25150, 25200, 25250, 25300, 25350, 25400, 25450, 25500, 25550, 25600, 25650, 25700, 25750], \""atm_ce_fixed\"": 25400, \""opening_spot\"": 25406.55, \""strike_window\"": 7, \""initialized_at\"": \""2026-02-20T18:52:14.917985\""}""",-11038495,-6792630,0.00,91.55,30,0,0,48.70,7,0,4,7,1,0,2026-02-20 18:56:06
2026-02-20 09:38:00,3.92,25474.30,0.9526,0.1424,3.9715,True,13,0.6867,4.6056,1.2564,1.7288,0.5443,0.6341,-1.1140,2.2426,3.4465,0.4724,-6792630,81767205,74974575,"""{\""ce_strikes\"": [25050, 25100, 25150, 25200, 25250, 25300, 25350, 25400, 25450, 25500, 25550, 25600, 25650, 25700, 25750], \""pe_strikes\"": [25050, 25100, 25150, 25200, 25250, 25300, 25350, 25400, 25450, 25500, 25550, 25600, 25650, 25700, 25750], \""atm_ce_fixed\"": 25400, \""opening_spot\"": 25406.55, \""strike_window\"": 7, \""initialized_at\"": \""2026-02-20T18:52:14.917985\""}""",-11038495,-6792630,0.00,0.00,30,0,0,48.70,7,0,4,7,1,0,2026-02-20 18:56:15
2026-02-20 09:39:00,4.98,25461.55,1.2904,-1.3160,2.5438,True,6,-1.8359,3.1446,0.5042,1.1552,-0.5200,0.6009,-1.8201,1.3886,4.3295,0.6510,-6792630,81767205,74974575,"""{\""ce_strikes\"": [25050, 25100, 25150, 25200, 25250, 25300, 25350, 25400, 25450, 25500, 25550, 25600, 25650, 25700, 25750], \""pe_strikes\"": [25050, 25100, 25150, 25200, 25250, 25300, 25350, 25400, 25450, 25500, 25550, 25600, 25650, 25700, 25750], \""atm_ce_fixed\"": 25400, \""opening_spot\"": 25406.55, \""strike_window\"": 7, \""initialized_at\"": \""2026-02-20T18:52:14.917985\""}""",-11038495,-6792630,0.00,0.00,30,0,0,46.82,16,0,2,3,1,0,2026-02-20 18:56:21
2026-02-20 09:40:00,4.28,25469.15,1.1796,-0.6635,2.9650,True,11,-0.6635,3.6167,1.1678,1.4932,0.0000,0.6518,-1.8313,1.4717,3.9548,0.3255,-5674565,82807855,77133290,"""{\""ce_strikes\"": [25050, 25100, 25150, 25200, 25250, 25300, 25350, 25400, 25450, 25500, 25550, 25600, 25650, 25700, 25750], \""pe_strikes\"": [25050, 25100, 25150, 25200, 25250, 25300, 25350, 25400, 25450, 25500, 25550, 25600, 25650, 25700, 25750], \""atm_ce_fixed\"": 25400, \""opening_spot\"": 25406.55, \""strike_window\"": 7, \""initialized_at\"": \""2026-02-20T18:52:14.917985\""}""",-11038495,-5674565,0.00,26.33,30,0,0,37.24,12,0,3,6,1,0,2026-02-20 18:56:29
2026-02-20 09:41:00,4.28,25458.55,1.1796,-0.6635,2.9650,True,11,-0.6635,3.6167,1.1678,1.4932,0.0000,0.6518,-1.8313,1.4717,3.9548,0.3255,-5674565,82807855,77133290,"""{\""ce_strikes\"": [25050, 25100, 25150, 25200, 25250, 25300, 25350, 25400, 25450, 25500, 25550, 25600, 25650, 25700, 25750], \""pe_strikes\"": [25050, 25100, 25150, 25200, 25250, 25300, 25350, 25400, 25450, 25500, 25550, 25600, 25650, 25700, 25750], \""atm_ce_fixed\"": 25400, \""opening_spot\"": 25406.55, \""strike_window\"": 7, \""initialized_at\"": \""2026-02-20T18:52:14.917985\""}""",-11038495,-5674565,0.00,0.00,30,0,0,37.24,12,0,3,6,1,0,2026-02-20 18:56:36
2026-02-20 09:42:00,1.66,25453.10,0.8844,0.1133,1.7596,False,6,0.6495,2.3059,0.2203,1.0864,0.5361,0.5462,-0.1070,0.6732,0.7903,0.8661,-5674565,82807855,77133290,"""{\""ce_strikes\"": [25050, 25100, 25150, 25200, 25250, 25300, 25350, 25400, 25450, 25500, 25550, 25600, 25650, 25700, 25750], \""pe_strikes\"": [25050, 25100, 25150, 25200, 25250, 25300, 25350, 25400, 25450, 25500, 25550, 25600, 25650, 25700, 25750], \""atm_ce_fixed\"": 25400, \""opening_spot\"": 25406.55, \""strike_window\"": 7, \""initialized_at\"": \""2026-02-20T18:52:14.917985\""}""",-11038495,-5674565,0.00,0.00,30,0,0,68.44,19,0,1,4,1,0,2026-02-20 18:56:43
2026-02-20 09:43:00,1.15,25472.20,0.5417,0.4782,1.6455,True,8,1.0515,2.2021,0.9851,0.9713,0.5733,0.5565,-0.5068,0.6742,1.1643,-0.0138,-6353880,83861570,77507690,"""{\""ce_strikes\"": [25050, 25100, 25150, 25200, 25250, 25300, 25350, 25400, 25450, 25500, 25550, 25600, 25650, 25700, 25750], \""pe_strikes\"": [25050, 25100, 25150, 25200, 25250, 25300, 25350, 25400, 25450, 25500, 25550, 25600, 25650, 25700, 25750], \""atm_ce_fixed\"": 25400, \""opening_spot\"": 25406.55, \""strike_window\"": 7, \""initialized_at\"": \""2026-02-20T18:52:14.917985\""}""",-11038495,-5674565,0.00,-12.66,30,0,0,39.57,15,0,2,4,1,0,2026-02-20 18:56:49
2026-02-20 09:44:00,1.15,25481.35,0.5417,0.4782,1.6455,True,8,1.0515,2.2021,0.9851,0.9713,0.5733,0.5565,-0.5068,0.6742,1.1643,-0.0138,-6353880,83861570,77507690,"""{\""ce_strikes\"": [25050, 25100, 25150, 25200, 25250, 25300, 25350, 25400, 25450, 25500, 25550, 25600, 25650, 25700, 25750], \""pe_strikes\"": [25050, 25100, 25150, 25200, 25250, 25300, 25350, 25400, 25450, 25500, 25550, 25600, 25650, 25700, 25750], \""atm_ce_fixed\"": 25400, \""opening_spot\"": 25406.55, \""strike_window\"": 7, \""initialized_at\"": \""2026-02-20T18:52:14.917985\""}""",-11038495,-5674565,0.00,0.00,30,0,0,39.57,15,0,2,4,1,0,2026-02-20 18:56:55
2026-02-20 09:45:00,-0.48,25482.05,5.4370,0.0156,0.0725,False,3,0.5515,0.0725,0.4211,0.0725,0.5359,0.0000,-0.4055,0.0000,-0.1304,-0.3487,-6353880,83861570,77507690,"""{\""ce_strikes\"": [25050, 25100, 25150, 25200, 25250, 25300, 25350, 25400, 25450, 25500, 25550, 25600, 25650, 25700, 25750], \""pe_strikes\"": [25050, 25100, 25150, 25200, 25250, 25300, 25350, 25400, 25450, 25500, 25550, 25600, 25650, 25700, 25750], \""atm_ce_fixed\"": 25400, \""opening_spot\"": 25406.55, \""strike_window\"": 7, \""initialized_at\"": \""2026-02-20T18:52:14.917985\""}""",-11038495,-5674565,0.00,0.00,30,0,0,0.00,24,0,0,2,1,0,2026-02-20 18:57:00
